epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.5463,4.0472,4.63907,3.08398,0,0,0,0,4.48025,4.66187,3.89755,7e-05,7e-05,7e-05
2,91.4004,3.45999,4.26457,2.72536,0,0,0,0,4.53095,4.62041,3.89692,0.0001005,0.0001005,0.0001005
3,139.321,2.88218,3.82103,2.33143,0,0,0,0,4.59593,4.64071,3.92275,7.82e-05,7.82e-05,7.82e-05
