epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,103.618,2.49032,4.71465,4.33852,1.91666,0.0076,0.29765,0.15627,0.07866,0.00967,0.35705,0.16957,0.09038,1.47725,2.04483,4.10015,1.25435,0.00012,0.00012,0.00012
2,204.252,1.59149,2.04381,3.32652,1.24719,0.01787,0.67479,0.28954,0.16057,0.01803,0.67895,0.29042,0.16216,1.23469,1.69745,3.64694,1.01161,0.00012625,0.00012625,0.00012625
